entity1	entity2	left	middle	right	article
Honda	Ford	For a graphic, click tmsnrt.rs/2EJOFSc Nissan and rival Japanese automakers 	 and Toyota have been the best at flexible manufacturing, auto experts and industry executives said. Historically, Japanese automakers focused on interchangeable processes and platforms out of necessity - because one model for the Japanese market could not sustain an entire factory. U.S. and European automakers have worked to catch up. For example, 	's Kentucky truck plant makes some of its best-selling pickup trucks and large SUVs on the same platform, and is expected to hit full capacity this year.	6213d6b76f53f60ce7d7cce8
Ford	General	For example, 	's Kentucky truck plant makes some of its best-selling pickup trucks and large SUVs on the same platform, and is expected to hit full capacity this year. For a graphic, click tmsnrt.rs/2yxAj1O But 	 illustrates some of the pitfalls of relying on single models.	6213d6b76f53f60ce7d7cce8
Honda	Toyota	For a graphic, click tmsnrt.rs/2EJOFSc Nissan and rival Japanese automakers 	 and 	 have been the best at flexible manufacturing, auto experts and industry executives said.	6213d6b76f53f60ce7d7cce8
Toyota	Nissan		" said there was no damage at its plants, but it was checking the status of its suppliers. It will decide on Sunday whether to resume production.
"	 stopped production at its Fukuoka plant which produces vehicles including the Serena, Teana, Murano and Note.	6213d6b76f53f60ce7d7cce9
Toyota	Nissan		" said there was no damage at its plants, but it was checking the status of its suppliers. It will decide on Sunday whether to resume production.
"	 stopped production at its Fukuoka plant which produces vehicles including the Serena, Teana, Murano and Note.	6213d6b76f53f60ce7d7ccea
Renesas	Mitsubishi	"
"	" closed its plant in Kumamoto, which produces microcontroller chips for automobiles. It will not resume production until it completes its damage assessment.
"	 halted production at its two plants in Kumamoto which produce parts including liquid crystal display modules.	6213d6b76f53f60ce7d7ccea
Honda	Toyota	"
"	" halted production at its motorcycle plant in Kumamoto with an annual production capacity of 250,000. It said it will keep production on hold through Monday.
"	 halted production at three plants producing vehicles, engines and transaxles in Fukuoka.	6213d6b76f53f60ce7d7ccea
Chevron	Exxon Mobil	"REUTERS/Fred Prouser
(Reuters) - "	" delivered a 4 percent rise in first-quarter profit on Friday, helped by an asset sale and increases in both oil prices and refining margins that made up for a decline in oil and gas production.
Shares of the second-largest U.S. oil company were down a few pennies in midday trading at $106.19. That looked good against the 1 percent decline for larger rival "	 on Thursday after it produced weaker-than-expected earnings due to a drop in oil and gas output.	6213d6ba6f53f60ce7d7cd06
Exxon Mobil	Chevron	That looked good against the 1 percent decline for larger rival 	" on Thursday after it produced weaker-than-expected earnings due to a drop in oil and gas output.
"	's first-quarter profit rose to $6.47 billion, or $3.27 per share, from $6.21 billion, or $3.09 per share, a year earlier.	6213d6ba6f53f60ce7d7cd06
Chevron	Exxon Mobil	"REUTERS/Fred Prouser
(Reuters) - "	" delivered a 4 percent rise in first-quarter profit on Friday, helped by an asset sale and increases in both oil prices and refining margins that made up for a decline in oil and gas production.
Shares of the second-largest U.S. oil company were down a few pennies in midday trading at $106.19. That looked good against the 1 percent decline for larger rival "	 on Thursday after it produced weaker-than-expected earnings due to a drop in oil and gas output.	6213d6ba6f53f60ce7d7cd06
Exxon Mobil	Chevron	That looked good against the 1 percent decline for larger rival 	" on Thursday after it produced weaker-than-expected earnings due to a drop in oil and gas output.
"	's first-quarter profit rose to $6.47 billion, or $3.27 per share, from $6.21 billion, or $3.09 per share, a year earlier.	6213d6ba6f53f60ce7d7cd06
Chevron	Exxon Mobil	"REUTERS/Bryan R Smith
(Reuters) - Wall Street's main in"	"ropped 7% and the Dow Jones Industrials crashed 2,000 points in what would be its biggest one-day fall ever, as trading resumed on Monday following a 22% slump in oil prices.
Trading on U.S. stock exchanges was halted immediately after opening on Monday, as the S&P 500 fell 7%, triggering an automatic 15 minute cutout put in place after the 2008-9 financial"		6213d6bc6f53f60ce7d7cd0b
Exxon Mobil	Chevron	"
Trading on U.S. stock exchanges was halted immediately after opening on Monday, as the S&P 500 fell 7%, triggering an automatic 15 minute cutout put in place after the 2008-9 financial"	udi Arabia's move to raise oil production significantly after OPEC's supply cut agreement with Rus	lapsed sent ripples across global financial markets already panicking about the impact of the coronavirus outbreak.	6213d6bc6f53f60ce7d7cd0b
Chevron	Exxon Mobil	"
Crude oil logged its worst day in almost three decades, sending oil majors "	 (CVX.N) and 	 (XOM.N) down more than 9%.	6213d6bc6f53f60ce7d7cd0b
Chevron	Exxon Mobil	"
Crude oil logged its worst day in almost three decades, sending oil majors "	 (CVX.N) and 	 (XOM.N) down more than 9%.	6213d6bc6f53f60ce7d7cd0b
Chevron	Exxon Mobil	"
The energy .SPNY index slumped 15.3% to its lowest level since August 2004 and crude prices were on track for their worst day in three decades as Saudi Arabia moved to significantly raise oil production after OPEC's supply cut agreement with Russia co"	". [O/R]
“The "	es go, the more people are likely to panic even further,” said Rick Meckler a partner at Cherry Lane Investments in New Vernon, New Jersey.	6213d6bc6f53f60ce7d7cd0c
Chevron	Exxon Mobil	"
Declines on the blue-chip Dow were led by oil majors "	 (CVX.N) and 	 (XOM.N), which fell more than 7%.	6213d6bc6f53f60ce7d7cd0c
Chevron	Exxon Mobil	"
Declines on the blue-chip Dow were led by oil majors "	 (CVX.N) and 	 (XOM.N), which fell more than 7%.	6213d6bc6f53f60ce7d7cd0c
Chevron	Exxon Mobil	The company expects to acquire low-sulfur Texas crudes for the operation and has already begun	uction on the	xpected to be completed early next year.	6213d6bd6f53f60ce7d7cd15
Chevron	Exxon Mobil	"
The previously undisclosed refining project, an unusual venture for a storage facility, will compete with big refinery operators such as BP Plc (BP.L), "	 (CVX.N) and 	 (XOM.N), and startups such as Limetree Bay Refining LLC.	6213d6bd6f53f60ce7d7cd15
Chevron	Exxon Mobil	"
The previously undisclosed refining project, an unusual venture for a storage facility, will compete with big refinery operators such as BP Plc (BP.L), "	 (CVX.N) and 	 (XOM.N), and startups such as Limetree Bay Refining LLC.	6213d6bd6f53f60ce7d7cd15
Chevron	Exxon Mobil	"REUTERS/Carlos Garcia Rawlins/File Photo
Sweeping U.S. sanctions on the government of President Nicolas Maduro since January have effectively halted its oil sales to U.S. refiners, historically among the largest "	rs of Venezue		6213d6bd6f53f60ce7d7cd17
Exxon Mobil	Chevron	"
"	 (XOM.N), ConocoPhillips (COP.N) and 	 made multi-billion-dollar investments in the facilities, and adapted their refineries to receive the resulting crude.	6213d6bd6f53f60ce7d7cd17
Exxon Mobil	Chevron	"
"	 (XOM.N), ConocoPhillips (COP.N) and 	 made multi-billion-dollar investments in the facilities, and adapted their refineries to receive the resulting crude.	6213d6bd6f53f60ce7d7cd17
Exxon Mobil	Chevron	"
Lawmakers have called for the federal government to consider four factors when weighing energy exports: nati"	ty, energy security, economic impacts	vironmental protection.	6213d6bf6f53f60ce7d7cd23
Exxon Mobil	Chevron	"
Chairman and Chief Executive Officer of "	" (R) speaks as Chief Executive Officer of Royal Dutch Shell Peter Voser listens during the World Gas Conference 2012 in Kuala Lumpur June 5, 2012. REUTERS/Bazuki Muhammad
The IEA expects total U.S. gas production to rise from 653 billion cubic meters (bcm) in 2011 to 769 bcm in 2017.
“Governing or setting policy and regulations based on the precautionary principle will stifle innovation and investment and bring development to a standstill,” Tillerson said.
Exxon and other energy companies such as "	 (CVX.N) have faced calls for tighter restrictions on exploiting unconventional gas such as shale gas due to environmental risks.	6213d6bf6f53f60ce7d7cd23
Exxon Mobil	Chevron	"
Chairman and Chief Executive Officer of "	" (R) speaks as Chief Executive Officer of Royal Dutch Shell Peter Voser listens during the World Gas Conference 2012 in Kuala Lumpur June 5, 2012. REUTERS/Bazuki Muhammad
The IEA expects total U.S. gas production to rise from 653 billion cubic meters (bcm) in 2011 to 769 bcm in 2017.
“Governing or setting policy and regulations based on the precautionary principle will stifle innovation and investment and bring development to a standstill,” Tillerson said.
Exxon and other energy companies such as "	 (CVX.N) have faced calls for tighter restrictions on exploiting unconventional gas such as shale gas due to environmental risks.	6213d6bf6f53f60ce7d7cd23
Exxon Mobil	Chevron	"
The Islamic State said in a statement on "	"hters had seized 15 towns, the strategic Mosul dam on the Tigris River and a military base, in an offensive that began during the weekend.
Kurdish officials say their forces still control the dam, Iraq's biggest.
On Thursday, two witnesses told Reuters by telephone that Islamic State fighters had hoisted the group's black flag over the dam, which could allow the militants to flood major cities or cut off significant water supplies and electricity.
The Sunni militants inflicted a humiliating defeat"	dish forces in the weekend sweep, prompting tens of thousands from the ancient Yazidi community to flee the town of Sinjar for surrounding mountains.	6213d6c76f53f60ce7d7cd4a
Chevron	Exxon Mobil	"
U.S. oil major "	 said it was evacuating staff in light of the militants' advance, and an industry source said 	 was also pulling out staff, although the company declined to comment on security concerns.	6213d6c76f53f60ce7d7cd4a
